Id,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input
244,-0.25022-0.25461i,-0.28509+0.21896i,0.72638-0.21413i,-0.14908-0.29146i,0.21303-0.79398i,0.79346-0.86521i,0.35582-0.35083i,-0.22416-0.28284i,0.21329-0.2875i,-0.21258-0.28561i,-0.79542-0.78937i,0.65524-0.86143i,0.3647-0.85863i,0.78713-0.35612i,0.35795-0.28314i,0.78937-0.28459i,-0.65847-0.2826i,-0.36189+0.21863i,0.22401-0.725i,0.79524-0.86496i,0.86228+0.6619i,0.85962-0.6477i,-0.15093+0.1429i,-0.79927-0.20933i,-0.85931+0.72155i,-0.34997+0.85937i,-0.28318-0.15546i,0.21935-0.7963i,-0.21457+0.15204i,-0.7981+0.80008i,-0.3566+0.85536i,-0.28294+0.35561i,0.21861+0.78528i,-0.72386-0.65423i,-0.35924-0.36095i,-0.28614+0.7291i,0.72504-0.14698i,-0.65348+0.21195i,-0.36398-0.72527i,0.22232-0.36073i,0.29619+0.7292i,-0.2197+0.86447i,0.72161+0.35193i,0.8662-0.22223i,-0.66018-0.79465i,0.14023+0.65939i,0.79831+0.36606i,0.86256+0.28475i,-0.15359+0.28644i,-0.29112+0.28559i,0.72355+0.79156i,0.86694-0.15112i,-0.15359+0.21466i,0.72108-0.22271i,-0.65408-0.79421i,-0.86972+0.65494i,-0.3514-0.14614i,-0.78647-0.29649i,0.14979+0.21599i,-0.71777-0.21403i,-0.86139-0.28429i,-0.85629+0.72875i,-0.35382-0.14777i,-0.78908+0.7187i,-0.35249-0.65258i,-0.28012-0.87145i,0.22166+0.15423i,-0.72007-0.71951i,0.1468-0.35585i,-0.71962+0.73028i,0.65325+0.8613i,0.86705-0.66088i,-0.1529-0.36226i,0.21376+0.72695i,-0.21745-0.65208i,0.2112-0.36089i,0.79457-0.28171i,-0.15019+0.72699i,-0.79884-0.65762i,0.65541+0.64829i,-0.14535+0.3671i,0.21383+0.78921i,0.28706-0.15163i,-0.72697+0.71603i,-0.35892+0.86237i,-0.28633-0.66384i,-0.79198-0.86954i,-0.85679-0.3536i,-0.85864+0.22326i,0.66366+0.79438i,-0.14221+0.86231i,-0.29165+0.85732i,0.72646-0.65989i,0.36019-0.86895i,-0.72867-0.85866i,-0.86297-0.35033i,-0.35218+0.73069i,-0.28609+0.35656i,-0.792+0.28274i,0.14776+0.28898i
245,0.56623-0.56767i,0.64249+0.48615i,-0.49253+0.64983i,0.48404-0.49323i,0.64783+0.47989i,0.64134+0.64813i,-0.48884-0.48988i,0.48704-0.64564i,-0.48439+0.49761i,-0.65014+0.64872i,0.49184+0.64035i,-0.48302-0.49171i,0.48458+0.48381i,-0.48565-0.48097i,-0.65239-0.64926i,0.49378-0.63912i,-0.48242-0.63951i,-0.64241+0.49258i,-0.63942-0.48466i,-0.63786+0.48032i,-0.64214+0.64697i,-0.63958+0.63734i,-0.63858+0.63733i,-0.63678-0.49132i,-0.64-0.64874i,-0.63854+0.49184i,0.48862+0.64787i,0.64695-0.49133i,0.63662+0.48476i,-0.49195-0.4899i,-0.64845+0.48021i,0.4937+0.64931i,-0.4835+0.63964i,-0.64752+0.6397i,-0.63777+0.64086i,-0.63516+0.63914i,-0.64217+0.64546i,0.49094-0.49049i,0.64959+0.48405i,0.63921-0.48268i,0.64268+0.48142i,-0.49417-0.48234i,-0.64683+0.4821i,0.49381+0.64449i,-0.4819+0.63658i,0.48691-0.49119i,0.64482-0.64527i,0.63884-0.64068i,-0.48697-0.63892i,0.48547-0.63968i,0.64905+0.49431i,0.64301+0.64793i,-0.49351+0.63922i,-0.64688-0.49082i,-0.63778-0.64695i,0.49033+0.49268i,-0.48129-0.48573i,-0.64583-0.64798i,0.49031-0.63944i,0.64476+0.49224i,0.64169+0.64776i,-0.49394-0.4953i,-0.64909-0.64878i,-0.64001-0.6377i,0.48916+0.48899i,0.64604+0.64267i,-0.49126-0.49383i,0.48778+0.48734i,0.64889-0.48527i,-0.49022+0.48531i,0.48266-0.48401i,-0.48315+0.48331i,0.48597+0.64646i,0.64614-0.4925i,0.6393+0.48179i,0.63667-0.4823i,-0.49246-0.64538i,-0.6456-0.64269i,-0.63935+0.49109i,-0.63872-0.48581i,0.48961+0.48157i,0.64347-0.48142i,0.63852+0.48725i,-0.4899-0.48667i,-0.64864-0.64873i,0.49386+0.49066i,-0.48387-0.48366i,-0.64642+0.48239i,0.49003-0.48027i,-0.48646+0.48822i,-0.64857+0.64729i,-0.63677+0.6403i,0.49192+0.63771i,0.64329-0.4881i,0.63747-0.64598i,0.64103+0.49227i,-0.48705-0.48518i,-0.64868-0.64265i,-0.64176+0.4911i,-0.64051+0.65043i
246,0.56746-0.56703i,0.6465+0.48658i,-0.4898+0.64548i,-0.64876-0.49086i,-0.63816+0.48199i,0.49099-0.48491i,0.64965+0.48179i,0.63819+0.64785i,0.64036-0.48952i,-0.4914-0.64341i,-0.64862+0.49098i,0.4912-0.4818i,-0.4824+0.48135i,0.48287+0.64726i,-0.4859+0.64109i,0.48145-0.4923i,-0.48386+0.48296i,0.48487+0.64341i,-0.4826-0.49402i,0.4834+0.48474i,-0.48373+0.65016i,-0.64629+0.63952i,0.49552-0.49346i,-0.48404+0.48571i,-0.65066+0.64378i,0.49109-0.48947i,0.64791-0.64865i,-0.48923-0.63957i,0.4854+0.49116i,0.65252-0.48093i,0.63925-0.64513i,0.63568-0.64103i,0.63851-0.6405i,-0.48828-0.63855i,-0.64726+0.49647i,0.49104+0.65264i,-0.48351-0.49305i,0.48217-0.64776i,0.64959+0.49086i,0.63728-0.48221i,-0.49065+0.48325i,0.48444-0.48421i,-0.48514-0.64802i,-0.64602-0.63949i,0.49015+0.49372i,-0.48355-0.4824i,0.48548+0.48344i,0.64856+0.6518i,-0.49142-0.48491i,-0.64587-0.64836i,0.48894+0.49439i,-0.483+0.64592i,-0.64491-0.49185i,0.48943+0.48449i,0.64601+0.64319i,-0.49243+0.6377i,0.48125+0.6391i,0.64938+0.64343i,-0.48976-0.49062i,0.48706+0.48694i,-0.48249+0.64846i,-0.64886-0.4907i,0.48804+0.48444i,-0.48393+0.64962i,-0.64992-0.49143i,0.49496-0.64482i,0.64724+0.49676i,0.63704-0.48322i,-0.49164-0.6448i,0.48369+0.49086i,-0.48671+0.64391i,-0.64752-0.49045i,0.49047+0.4843i,0.64788-0.4839i,0.64244-0.6448i,-0.48774-0.64108i,0.48982-0.6389i,-0.47845-0.63886i,-0.64314-0.63813i,-0.64252+0.49292i,-0.64081-0.48581i,0.49135-0.6473i,0.6498+0.49333i,0.64054-0.48487i,-0.49465+0.48238i,-0.64712+0.64754i,-0.64212+0.6424i,0.49039+0.63906i,-0.48451+0.64237i,-0.64841-0.49276i,-0.63883+0.48011i,-0.63982-0.48369i,0.49393+0.4835i,-0.484+0.65198i,-0.64902-0.49432i,0.49342-0.64507i,0.6462-0.64199i,0.64166-0.64277i,0.63879+0.49102i,0.64265-0.48345i
247,-0.7618+0.25019i,-0.85975-0.72565i,-0.85926+0.14741i,0.15428-0.21295i,0.80083-0.79603i,0.85968+0.15213i,0.85528+0.79709i,-0.66185+0.86242i,-0.36331-0.15099i,0.22681-0.7952i,-0.21653-0.35688i,-0.79473+0.73145i,-0.86125+0.3623i,0.65932+0.28369i,0.86731+0.79433i,0.35236-0.15244i,0.78967+0.21529i,0.35362-0.21963i,-0.2248+0.21581i,-0.79506+0.79687i,-0.36156+0.35957i,0.22388+0.28462i,0.29073+0.28586i,0.79107-0.72714i,0.86364+0.65543i,0.3534+0.86707i,0.78395-0.15049i,0.86511-0.29321i,-0.15173-0.79372i,-0.28745-0.85888i,0.22056-0.35337i,-0.72273-0.28186i,-0.86446+0.72502i,-0.86179+0.35637i,0.15274+0.28536i,-0.21184+0.28441i,0.72378+0.28846i,0.86443-0.72425i,0.85415+0.64759i,0.35088+0.86622i,0.28235+0.85654i,0.28837+0.35124i,0.79588-0.72582i,-0.14865-0.35837i,0.21452+0.22304i,-0.71945-0.72311i,-0.86511-0.3563i,-0.85837+0.2252i,-0.85964+0.7955i,-0.85603+0.35642i,0.65837+0.78636i,0.36229-0.65518i,0.28822-0.36601i,0.28721+0.22898i,0.7951-0.21831i,0.35607-0.29235i,0.79073-0.79297i,-0.14822+0.15015i,0.72087+0.79907i,-0.65392+0.86235i,0.64797-0.65945i,0.36377+0.65073i,0.79267+0.87026i,0.3588-0.65661i,0.78952-0.36033i,-0.65969-0.28124i,-0.36276+0.22308i,0.73134-0.21903i,0.35838-0.2889i,0.78722-0.28422i,-0.65771+0.22048i,-0.3603+0.29279i,-0.78913+0.2868i,-0.35638+0.7927i,0.72682-0.65979i,0.36021+0.64986i,-0.22183+0.86803i,-0.7965+0.35476i,0.14852-0.72674i,-0.71559-0.86205i,-0.86371+0.6597i,0.15531+0.86701i,0.29569+0.85929i,-0.22095+0.35195i,-0.28906+0.785i,0.21815-0.14764i,-0.72626+0.21424i,-0.35714+0.29094i,-0.28143+0.79224i,-0.28387-0.65722i,0.72752+0.14451i,-0.14796+0.29357i,-0.79959+0.79372i,0.14825-0.15076i,0.79846+0.20703i,-0.14817+0.29079i,0.71926+0.79412i,-0.14681-0.65761i,0.72048+0.65113i,-0.15064+0.86949i
248,-0.76042+0.2535i,0.14963+0.28528i,0.80048+0.2891i,0.35655-0.218i,0.28163+0.21394i,0.28613+0.28897i,0.28544-0.21896i,-0.72789-0.28846i,-0.35901+0.72542i,-0.28915-0.14728i,0.72467-0.79687i,-0.65292+0.15263i,-0.87211-0.72112i,-0.35206+0.14762i,-0.79173-0.21577i,-0.86305-0.289i,0.15838-0.288i,-0.21247+0.21855i,-0.79328-0.21641i,0.15179-0.80028i,0.29228-0.35354i,-0.21697+0.22447i,0.21562-0.21326i,-0.72608+0.72373i,-0.35724+0.86645i,0.72908+0.35512i,0.86215+0.78676i,-0.15586+0.86403i,-0.29267-0.14994i,-0.28826-0.29352i,0.7269+0.21984i,0.85965-0.21626i,-0.65802+0.72315i,-0.87247+0.36115i,0.15511-0.72938i,-0.21094+0.65047i,0.72441+0.36045i,-0.65148-0.22471i,0.64519-0.28876i,0.36371+0.22135i,-0.72834+0.28484i,0.14676+0.28692i,0.29485-0.7245i,0.28784-0.35811i,0.79315-0.79182i,0.3539-0.35635i,0.78824+0.22163i,0.35872+0.29262i,0.78717-0.72628i,-0.65534-0.35912i,-0.35777-0.79154i,0.22527+0.65479i,-0.72421-0.14105i,0.14987+0.71726i,0.80003+0.86696i,-0.15218-0.1541i,-0.79891+0.72324i,0.65655-0.64996i,0.36003+0.6496i,-0.22309+0.36606i,-0.2885-0.72682i,-0.28736-0.35903i,-0.7916+0.21991i,-0.86201-0.21945i,-0.864+0.72187i,-0.35407-0.14929i,0.73078+0.20985i,-0.14502+0.29091i,-0.29003+0.28445i,0.7265+0.79073i,0.3584-0.15207i,0.27768-0.79838i,0.28769+0.65913i,-0.22025-0.14329i,-0.28771+0.72133i,-0.28907-0.14591i,-0.28482+0.21i,-0.28665+0.28907i,0.21841+0.28661i,0.29085-0.22177i,0.79368+0.72276i,0.35724-0.14564i,0.78852-0.29643i,-0.15101-0.28606i,0.21379+0.72808i,-0.21993-0.14544i,-0.28817+0.71835i,-0.2853-0.14763i,-0.28499+0.20942i,0.72936-0.21566i,-0.6516+0.72532i,0.64811-0.15017i,-0.64553+0.72036i,-0.36235-0.14874i,-0.78753+0.71841i,-0.35381+0.86625i,-0.78833+0.85535i,0.65646-0.65945i,0.87003-0.36099i,-0.15678+0.72858i
249,-0.56765-0.56363i,0.4869+0.49026i,0.64769-0.4835i,-0.4889-0.64815i,0.48462+0.49659i,0.64975-0.48514i,-0.4908-0.64854i,0.48413+0.49228i,-0.48238-0.48346i,0.48088+0.48257i,-0.48063-0.48564i,-0.64338+0.48715i,-0.63931+0.64678i,-0.63653-0.49253i,-0.63695+0.48147i,-0.63942-0.48458i,-0.63862+0.48453i,-0.63667+0.646i,0.4936-0.49129i,0.65122-0.64908i,-0.49041-0.64168i,0.48414-0.64683i,-0.48209-0.63954i,-0.64794+0.49295i,-0.63694-0.48494i,-0.63954-0.65041i,-0.64045-0.63938i,0.49107+0.49447i,-0.48298+0.64645i,0.48623+0.63983i,0.64599-0.4917i,0.64225-0.64503i,-0.49647-0.63848i,-0.64748+0.48999i,0.4895-0.48602i,-0.48581+0.48297i,-0.6481+0.64615i,0.49298+0.63694i,-0.48651-0.49216i,-0.64827-0.64773i,0.49349+0.49252i,0.65026-0.48462i,0.63852-0.64396i,0.63906-0.64041i,-0.48959-0.63496i,-0.64726-0.63799i,-0.64473-0.63865i,-0.64042+0.48882i,-0.63765+0.64787i,0.492-0.48865i,-0.48413-0.64991i,-0.645-0.6379i,0.49101+0.49261i,-0.488-0.48797i,-0.64529+0.48312i,-0.63798-0.48379i,-0.63831+0.48555i,-0.64221+0.6457i,0.49131+0.63782i,0.64089+0.64114i,-0.49389+0.64092i,-0.64908-0.49677i,0.49088-0.64648i,-0.4831-0.63874i,-0.64919-0.64126i,-0.64048-0.6338i,-0.64343-0.63904i,-0.63819-0.63837i,0.492-0.63847i,-0.4883-0.63603i,0.48586-0.64087i,-0.48149-0.63752i,-0.64794-0.6429i,0.49179-0.63682i,-0.4833+0.49226i,0.48486-0.4827i,-0.48357-0.64471i,-0.64716+0.48862i,-0.63856+0.64846i,-0.63954+0.63237i,-0.64274-0.49268i,-0.63896+0.48283i,0.48881+0.6442i,0.65183-0.49105i,0.63961+0.48269i,-0.49466-0.48279i,0.48675+0.4849i,0.64777-0.48274i,-0.49192-0.65033i,-0.64731-0.64247i,-0.63857+0.48984i,0.49455-0.481i,-0.48091+0.48434i,0.48477-0.481i,-0.48288-0.6483i,0.48547-0.63729i,-0.48652-0.63703i,-0.64837-0.63637i,0.49616+0.49212i,0.64612-0.4833i
250,0.56401-0.56388i,0.64632+0.48979i,0.6371-0.48226i,0.64242+0.48424i,-0.49509-0.48427i,0.48569+0.48695i,0.64502+0.65126i,0.64132-0.48907i,-0.49313+0.48654i,-0.64414+0.64407i,0.49332+0.64016i,-0.48157+0.63957i,-0.64522-0.48704i,0.48916-0.65128i,0.64617-0.64273i,0.64173+0.49256i,0.64077-0.48575i,-0.48977+0.48452i,0.48664-0.486i,0.65116-0.64778i,0.64449+0.49509i,-0.49194+0.64625i,-0.6474+0.64091i,-0.64189+0.6404i,-0.64006+0.64268i,-0.63757+0.64028i,0.48994-0.49489i,-0.48501+0.48322i,0.47927-0.48262i,-0.48438+0.48608i,0.4819-0.48407i,0.64714-0.64909i,-0.49314+0.4918i,0.48413+0.64215i,0.64699-0.49174i,0.63923+0.4816i,-0.48874+0.64657i,-0.6503+0.64449i,0.48958+0.64014i,0.64956-0.49568i,-0.49027-0.65013i,-0.6449-0.63776i,-0.63981-0.63911i,0.49195+0.49127i,0.64572+0.64893i,0.63815-0.49923i,-0.48857+0.48112i,0.483+0.6502i,-0.48655-0.48737i,-0.64724-0.64768i,0.48579-0.64128i,-0.48758+0.49525i,-0.64804+0.64859i,-0.63899+0.6438i,0.49528+0.63706i,0.64357-0.49356i,-0.4893+0.48348i,0.48106-0.48396i,0.64747+0.48731i,0.63782-0.48071i,-0.49329+0.48218i,-0.64671+0.64863i,-0.64095+0.64413i,0.48869-0.49077i,0.64942+0.48523i,-0.49249+0.65223i,-0.64761-0.49007i,-0.64152-0.64886i,0.49458-0.63724i,0.64958-0.63873i,0.63689-0.63702i,-0.49151+0.49606i,0.48612+0.64767i,-0.48427+0.63599i,-0.64946+0.64273i,-0.63794+0.63724i,-0.63728+0.63783i,-0.63862-0.49165i,-0.63871-0.64695i,0.48965+0.49128i,-0.48426+0.64762i,-0.64809+0.63776i,0.49214+0.64079i,0.64663-0.49437i,-0.49435+0.48482i,0.48212-0.48587i,-0.48338+0.48364i,0.48575-0.48699i,0.64993-0.64392i,0.64216-0.64333i,-0.49389+0.49092i,0.48161-0.48259i,0.64762+0.4847i,0.64061-0.48489i,0.64086+0.48459i,-0.4918-0.48709i,-0.64572+0.48515i,-0.64362+0.6427i,0.49387+0.64153i,0.64691+0.6406i
251,-0.86267-0.37217i,-0.24457+0.32113i,0.85123-0.072686i,0.48906+0.59798i,0.1704+0.45709i,0.63526+0.41586i,-0.039808-0.57033i,-0.14674+0.77598i,0.11075-0.24283i,0.63545-0.92364i,-0.53104-0.48211i,-0.21449-0.16883i,0.1145+0.11049i,-0.59378-0.3523i,-0.7035+0.070115i,0.04534+0.39207i,-0.59618+0.91488i,-0.21133+0.23838i,-0.87912-0.35985i,-0.73605+0.56748i,-0.44884-0.028606i,0.32189-0.63993i,-0.8094-0.20723i,0.74382-0.87527i,0.74108+0.25432i,-0.7855-0.81114i,-0.74079-0.74073i,0.043844+0.5377i,-0.59757+0.70446i,-0.70133-0.29073i,0.53749-0.17932i,-0.77218-0.14078i,-0.98883+0.3505i,0.2571-0.31926i,-0.56547-0.42066i,-0.45993+0.3231i,-0.66237+0.91582i,0.78359+0.73259i,-0.74326+0.45423i,0.0018916+0.1713i,0.39395-0.35427i,-0.073176+0.81596i,-0.38963-0.0017197i,0.57053-0.64337i,-0.28061+0.28871i,-0.17964-0.56094i,0.10607+0.77745i,-0.10332+0.73908i,-0.14152+0.44773i,-0.13708+0.42049i,0.1059-0.56574i,-0.10681-0.21157i,0.10344+0.11415i,-0.35415+0.87722i,-0.17503+0.73129i,-0.87783+0.6969i,-0.98473-0.53641i,0.74953+0.52834i,0.98841+0.45701i,0.97548-0.32038i,-0.0094131+0.069952i,0.84254-0.5992i,-0.0028914+0.77936i,0.34603+0.74383i,-0.067976-0.78092i,0.10286-0.49371i,0.3926+0.076403i,-0.5715+0.13947i,-0.70357+0.13831i,0.53322-0.85191i,0.9539-0.24452i,-0.25496+0.35826i,-0.67121+0.17487i,-0.94439-0.11016i,0.25856+0.84603i,0.67619+0.49278i,0.70348+0.91384i,0.45065-0.0053916i,0.41911-0.88488i,0.17366+0.0062255i,0.87852+0.38988i,-0.25545-0.075163i,-0.18053+0.10141i,0.35269+0.38982i,-0.31861-0.31906i,0.31258-0.67165i,0.42096-0.4518i,-0.81415+0.32284i,0.0060679-0.070505i,-0.83902+0.59433i,0.7432-0.52984i,0.00016836+0.7774i,-0.6383+0.49115i,-0.70148-0.32781i,0.045789-0.91704i,-0.84129-0.24142i,0.0044229-0.38246i,0.886+0.56841i,-0.74595+0.70436i,0.24442+0.94739i
252,0.86406+0.12052i,0.24227+0.13757i,-0.35867-0.10651i,0.31953+0.10323i,-0.31881-0.10934i,-0.92014+0.59742i,-0.48705+0.20838i,0.81689-0.10923i,-0.74587+0.59793i,-0.24708+0.701i,-0.88064+0.94238i,-0.73767+0.48525i,0.042716+0.16783i,0.88202+0.87983i,-0.25241+0.23912i,-0.18265+0.13417i,-0.62638+0.38784i,-0.94882-0.56681i,-0.4845-0.70218i,-0.9111-0.45058i,-0.48892+0.56778i,0.81735-0.77965i,0.24169+0.49655i,-0.84983+0.95672i,0.74895-0.50136i,0.74143+0.76914i,0.69576-0.24355i,0.69605-0.18024i,0.4488-0.88151i,0.4168+0.25319i,0.66394+0.42727i,0.20524-0.81203i,0.6309+0.73856i,0.9486-0.24399i,-0.50354+0.31497i,-0.46363+0.672i,0.31911+0.45125i,0.66868-0.078279i,0.94825+0.84337i,-0.0067107+0.48832i,-0.14958+0.6628i,-0.8809+0.45034i,-0.98263+0.6656i,0.50628-0.04324i,0.46306-0.14225i,0.16659+0.10724i,0.63368-0.60125i,0.94899-0.69981i,0.48672-0.2001i,-0.33039-0.62494i,0.071661-0.20754i,-0.35118+0.85411i,0.075853+0.49366i,0.39188+0.16749i,0.42399-0.84746i,-0.81738+0.50116i,0.0042847+0.46169i,0.63886+0.41561i,0.20985-0.57152i,-0.10777-0.21172i,-0.38603+0.35911i,-0.17109-0.32i,0.10765+0.56262i,-0.35534+0.70998i,-0.42499-0.0424i,0.56935-0.39137i,-0.52912+0.81276i,0.031741-0.74122i,0.39332-0.74161i,0.17067-0.69446i,0.87809+0.29057i,0.73494+0.17687i,-0.29461-0.35327i,0.31406+0.56334i,-0.31579-0.53073i,0.31815+0.77595i,-0.56241-0.74083i,0.52613-0.74037i,0.46175+0.78603i,-0.81619+0.49159i,-0.73842+0.41945i,0.28998+0.66362i,-0.80884-0.29005i,-0.73877-0.67134i,-0.94238+0.78401i,0.50019-0.2478i,-0.28189+0.8061i,0.31288+0.98343i,-0.31657-0.015034i,-0.17637+0.83901i,0.35503-0.24741i,0.66731-0.92126i,0.45503-0.73257i,-0.57119+0.047153i,0.78019-0.3509i,0.49711-0.42039i,0.90886+0.076941i,-0.010399+0.88389i,0.84127-0.0031156i,-0.73837-0.88559i
253,-0.56289-0.56881i,-0.64545+0.48956i,-0.6365-0.48181i,-0.64119-0.64321i,0.49264-0.63984i,0.64687+0.49003i,0.63854+0.64741i,0.6405+0.64073i,-0.49151-0.49383i,-0.64844-0.6472i,0.48635+0.49347i,0.64666-0.48503i,-0.4907-0.64989i,0.48218-0.63928i,0.64341+0.49467i,-0.49667-0.48418i,0.48038+0.4859i,-0.48668-0.48991i,0.48569-0.64735i,-0.48342+0.49044i,-0.64858+0.64519i,0.49201+0.64102i,-0.4782-0.49296i,-0.64795-0.64712i,0.49556-0.63753i,-0.48259+0.48701i,-0.64576+0.64832i,-0.63853+0.63386i,-0.6381-0.49207i,-0.64151+0.48531i,0.49427+0.64346i,-0.48608+0.64054i,-0.64886-0.49371i,-0.63707-0.64759i,0.49713+0.49553i,-0.48249+0.64587i,0.48212+0.63589i,0.65003-0.4888i,0.64119-0.64374i,0.63894-0.63511i,-0.49158+0.496i,-0.64524+0.6488i,-0.64074+0.63542i,0.49235+0.63884i,0.64475+0.63785i,-0.49359+0.63732i,0.48534-0.48837i,-0.48606+0.4877i,0.48514-0.48286i,0.64729-0.64842i,-0.48771+0.49161i,-0.64618+0.6501i,-0.63614+0.64086i,-0.63577-0.493i,-0.63739-0.6513i,0.48762+0.49042i,-0.48302-0.48373i,0.48533-0.64134i,0.64989-0.64066i,-0.49319-0.64014i,-0.64406+0.49086i,-0.63641+0.64614i,-0.63695+0.6359i,0.49068-0.49144i,-0.48316+0.48523i,-0.64617+0.64891i,0.49299+0.63785i,-0.48701-0.49568i,-0.64463+0.48269i,-0.6336+0.64773i,-0.64176-0.48775i,-0.64366+0.48687i,0.49003-0.47851i,-0.47974+0.48517i,0.48709+0.64705i,0.64846+0.63879i,-0.49137-0.48997i,0.48191+0.48005i,-0.48208-0.4852i,0.48196+0.48396i,-0.48644-0.4841i,0.48212-0.6441i,-0.48578-0.63579i,-0.64205+0.49157i,0.48868-0.48357i,0.64884-0.64957i,-0.48917-0.63917i,-0.64836-0.63781i,-0.63532+0.49128i,0.48919+0.64787i,0.64864-0.49289i,0.6385+0.48188i,0.63983+0.64406i,-0.49302-0.49144i,-0.64804-0.64555i,-0.63599+0.4906i,0.48914+0.64684i,-0.48454-0.48753i,-0.6473-0.64866i,0.4941-0.63849i
254,-0.61375-0.12426i,0.52981-0.88523i,0.21069+0.25465i,0.38413-0.56453i,-0.56776-0.21179i,0.03874+0.35825i,0.3898+0.42416i,0.91063+0.66717i,0.48673-0.78055i,0.41669+0.73572i,0.41591-0.24449i,0.91225-0.92183i,-0.50118+0.50486i,-0.21492-0.52631i,0.85246+0.53147i,0.48499+0.94989i,0.4161-0.013282i,-0.076966+0.09839i,0.84574-0.60053i,-0.74601+0.28384i,0.49598-0.56239i,-0.52869-0.21286i,0.77501-0.87729i,0.24546-0.7385i,0.62871-0.69719i,0.45457-0.69027i,-0.57172-0.20714i,0.034047-0.87962i,-0.10119-0.48839i,0.3529-0.65928i,0.1733-0.69857i,0.38954-0.94635i,-0.56419-0.98159i,-0.70442+0.50308i,0.28914+0.45801i,-0.80805+0.91105i,-0.73444+0.98019i,-0.20244-0.2527i,0.1112-0.67085i,0.63612-0.94248i,-0.033466-0.4836i,-0.1428-0.6623i,-0.38816+0.040289i,-0.6697+0.63447i,0.77883+0.20272i,-0.74023-0.35709i,0.2466+0.0728i,-0.062211+0.88455i,-0.63686+0.48572i,-0.70404+0.6632i,-0.94405+0.45093i,0.50524-0.82021i,0.46201-0.24292i,0.4196-0.13311i,-0.56878+0.35342i,-0.20986+0.42017i,-0.62967+0.91413i,0.28974-0.25278i,0.91476+0.56396i,-0.0055649+0.45573i,-0.1438+0.6646i,0.84869-0.29167i,-0.49814+0.81002i,-0.4625-0.49661i,-0.66253+0.52377i,0.78516+0.95857i,-0.73877+0.23903i,0.49315-0.85203i,0.95242-0.2417i,-0.49952+0.11616i,-0.9559+0.38758i,-0.48574-0.32096i,-0.91065-0.17724i,-0.48528+0.8518i,-0.66552+0.98299i,0.28997+0.23773i,0.91872+0.87809i,0.48709-0.0020455i,-0.57285+0.097532i,-0.20863+0.14268i,0.11317+0.87936i,0.63057-0.50227i,-0.53449-0.95497i,-0.95063+0.25744i,-0.24135-0.31179i,-0.38327+0.070372i,-0.42083-0.84597i,0.56476+0.25158i,0.45705-0.068321i,-0.8168-0.63915i,0.49452+0.53231i,-0.030057+0.95317i,0.34806-0.50168i,-0.5671+0.52639i,-0.45944+0.45839i,-0.17317+0.17054i,-0.87804-0.35651i,0.7414-0.91485i,0.99031+0.2564i,-0.75259-0.31514i
