Id,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Label
1120,-0.37117+0.37108i,0.56563+0.66845i,0.95184-0.040805i,-0.74955+0.34742i,-0.98599-0.070397i,0.50419-0.14236i,-0.27893+0.60231i,-0.91851+0.70081i,0.74849+0.94579i,0.49503+0.9807i,0.41529-0.50851i,-0.81303-0.95247i,-0.49304+0.75056i,0.57455+0.49725i,0.20904-0.81756i,0.87539-0.98473i,-0.25451-0.23734i,0.068009+0.35969i,0.14534-0.81205i,-0.60295-0.73493i,-0.94873+0.78614i,-0.98085-0.74212i,-0.97952+0.0028386i,0.7484+0.64216i,0.00096537+0.20938i,0.10017-0.11209i,0.38911+0.60367i,-0.3208+0.7052i,0.56741-0.53865i,-0.77812-0.70845i,0.49367+0.78382i,-0.77644+0.99005i,0.73804+0.97661i,0.24605+0.2358i,0.38197-0.35991i,0.4208+0.31988i,0.66023-0.3173i,-0.28687-0.92194i,-0.92017-0.98145i,-0.48678-0.23472i,0.5735+0.85158i,-0.77884+0.98142i,-0.0021707-0.010724i,-0.59573-0.14494i,-0.20788-0.13934i,-0.87937+0.59596i,-0.23929+0.45611i,0.1126+0.66424i,0.1431+0.94789i,-0.35483+0.48679i,0.56799-0.81974i,0.95348-0.74364i,0.23614-0.69842i,-0.1148-0.20317i,-0.38792-0.6287i,0.56625-0.94504i,-0.78011-0.98015i,0.74093-0.72519i,0.49767+0.29384i,0.91255-0.070029i,0.24532-0.1423i,-0.85314-0.13981i,-0.9836-0.88366i,0.50284-0.23797i,0.46361+0.35935i,-0.57185+0.41675i,-0.95454+0.66553i,0.50021+0.45454i,0.95853-0.32229i,-0.50225+0.069982i,0.034385-0.59663i,-0.84283+0.78129i,-0.48663-0.49466i,0.32898-0.95219i,0.91397+0.74918i,0.73413+0.74358i,0.6959-0.043756i,0.70324+0.10524i,-0.040546-0.35302i,-0.8826+0.070049i,-0.97971+0.14267i,-0.73109+0.38877i,0.78723-0.56886i,-0.73775+0.52852i,0.49478-0.035144i,-0.031838+0.84643i,0.10278-0.74598i,-0.10269-0.99149i,-0.88279-0.48016i,-0.48923-0.17003i,-0.66359-0.8796i,0.041728-0.7365i,-0.10128-0.94635i,-0.39286-0.48383i,-0.91128-0.66223i,0.4984-0.20567i,0.21207+0.11298i,0.8737-0.35203i,-0.25309-0.4212i,0.55679-0.66787i,3
1121,0.25667+0.25193i,-0.21828+0.79301i,-0.79342+0.86249i,0.6551+0.35064i,0.86678+0.78358i,0.35278+0.86357i,0.27865+0.85796i,0.28341+0.35046i,-0.22316-0.72885i,-0.79644-0.86599i,-0.35719+0.66198i,-0.78543-0.64745i,-0.3554+0.14198i,0.22282-0.71895i,-0.21866-0.35877i,0.21921-0.78934i,-0.21389-0.86232i,-0.29224-0.35116i,-0.79026-0.79156i,0.1503-0.86058i,0.79981-0.35268i,0.86174+0.22507i,-0.15563-0.72437i,-0.29169-0.8656i,0.22309+0.65972i,0.79353+0.36532i,0.86212+0.79009i,0.85603+0.86332i,0.86039-0.65642i,0.86183+0.6492i,-0.65991-0.14141i,-0.36414+0.71655i,-0.28387+0.86603i,0.73063+0.35066i,-0.14513-0.22381i,-0.29797+0.72297i,-0.78898+0.86647i,0.65405-0.66218i,0.86879+0.14443i,-0.15674-0.21845i,-0.79999-0.79302i,-0.85932+0.65685i,-0.85839+0.36488i,0.15113+0.79438i,-0.21428+0.86216i,0.71897+0.85987i,0.36033-0.65666i,0.78566-0.36394i,0.35736+0.22299i,0.28421-0.72121i,0.2892-0.35809i,-0.21931-0.78558i,0.72011-0.35547i,-0.14768-0.7878i,-0.79819-0.35265i,-0.86065-0.78827i,-0.35057-0.86384i,0.72836-0.35346i,-0.15031+0.22056i,0.21497-0.21723i,-0.2169-0.79373i,0.21784-0.86104i,0.79311-0.35215i,0.86493-0.28314i,-0.65422+0.21872i,-0.36233+0.29038i,0.7282-0.21821i,-0.65365-0.79594i,-0.36116+0.65229i,0.22327-0.64917i,0.28729-0.86832i,0.78892-0.86017i,-0.14909+0.15334i,-0.29216-0.7182i,-0.28371-0.35587i,0.22396+0.22404i,-0.71932+0.80003i,0.65391+0.35324i,0.36058+0.28274i,-0.73181-0.21972i,0.14644+0.21602i,0.29185+0.79355i,-0.22122+0.86436i,-0.29019-0.66116i,0.72652+0.1438i,0.35926+0.7988i,-0.22397+0.35522i,-0.28538-0.22855i,0.72672+0.72239i,0.35499+0.86789i,-0.22015-0.15571i,0.72354-0.79736i,0.86411+0.65964i,-0.15458+0.86868i,0.21215+0.35384i,-0.21872+0.28503i,0.21875+0.78828i,0.79448-0.15048i,0.35277+0.21266i,-0.22189+0.29504i,2
1122,-0.12339+0.1226i,-0.63855+0.63166i,0.53655-0.53553i,0.2136+0.77381i,-0.10778+0.98831i,0.10654+0.73474i,0.14061-0.5378i,-0.60056-0.45927i,0.28232-0.41535i,0.91538+0.074455i,-0.50212-0.10437i,0.77289-0.8832i,0.74106+0.25502i,-0.046459-0.31211i,0.10744+0.5614i,0.13832-0.52785i,0.13875+0.2832i,-0.35361+0.91963i,-0.67185+0.97545i,0.29011-0.011869i,-0.81045-0.39211i,-0.24467-0.42069i,-0.38483-0.41597i,0.56721+0.31904i,-0.28642-0.068219i,-0.91634+0.59648i,-0.4829-0.036745i,0.082196-0.88536i,0.64075+0.49874i,0.20075+0.46304i,-0.111-0.57358i,0.60128-0.9538i,0.20745-0.98308i,0.87807-0.73093i,-0.74626-0.44695i,0.24653+0.81764i,0.42369+0.49037i,-0.57281-0.82344i,-0.95305+0.49616i,-0.23415-0.52217i,0.11376+0.53264i,-0.10715-0.52596i,0.60368+0.52583i,0.95046-0.28022i,-0.75094-0.42451i,-0.24817+0.32448i,-0.3814+0.67149i,-0.66736-0.77898i,-0.20782-0.0020508i,0.84874+0.88398i,0.73617-0.49656i,0.44969+0.2823i,-0.32544-0.068914i,-0.9162-0.14317i,0.2571+0.60232i,-0.069542+0.45265i,-0.63857+0.16835i,0.78094+0.6316i,0.49735+0.20818i,0.16517+0.87666i,-0.10795-0.49876i,-0.3862-0.46269i,0.076037-0.66158i,-0.10358+0.78447i,0.84514+0.98443i,0.49055+0.73231i,0.41789+0.20323i,0.17282+0.62459i,0.87731+0.45452i,-0.74784-0.31946i,-0.74433-0.1788i,0.78372-0.38207i,-0.49634+0.31919i,0.52949-0.81096i,-0.033269+0.74515i,0.10032+0.0001161i,-0.84583+0.8439i,-0.49161-0.0031673i,-0.66183+0.59333i,-0.94837+0.4572i,0.25533-0.32567i,0.67325-0.66884i,0.45066-0.45425i,-0.56901-0.91111i,0.52687+0.0051844i,-0.5297-0.099051i,0.77557+0.10833i,-0.0020929-0.34982i,-0.14773+0.31894i,0.35066+0.17952i,0.17723+0.87988i,0.38739+0.73599i,-0.32277+0.69615i,0.32019+0.20338i,0.91731-0.10993i,0.2388+0.85197i,-0.35783-0.7452i,0.8065+0.24112i,-0.7451-0.31132i,-0.2475-0.42206i,3
1123,0.25199-0.76076i,-0.72686+0.14647i,-0.35713+0.79644i,-0.78844-0.65821i,0.65914+0.65474i,0.86502+0.3633i,-0.66227+0.79126i,0.14403-0.65435i,-0.7203-0.86729i,-0.86431-0.35014i,0.66015-0.28704i,0.87263-0.28396i,-0.66059+0.72701i,0.14327+0.35873i,0.79905-0.72712i,-0.15445+0.14496i,-0.28979-0.21644i,0.72552-0.79604i,-0.14696+0.15079i,0.71927+0.79973i,-0.14341-0.15059i,-0.79983+0.21534i,0.14778+0.29002i,0.79762-0.72481i,0.86345-0.86718i,-0.15443-0.85712i,-0.79709+0.15238i,0.66084+0.29373i,0.36181-0.72621i,0.78932-0.8657i,-0.65643+0.15724i,0.14732+0.7957i,0.29505+0.35327i,-0.22623+0.78842i,-0.79481+0.35323i,0.65311+0.79076i,0.36411-0.14633i,-0.22178+0.21171i,0.72389-0.7195i,0.86775-0.86316i,-0.15479-0.85981i,-0.7983-0.8608i,0.15002-0.8575i,-0.71885-0.35237i,-0.36328-0.283i,0.72817-0.78917i,-0.64915-0.35653i,0.14539+0.22122i,0.80108-0.72475i,0.35622+0.64828i,0.78564-0.1404i,-0.14826+0.71918i,0.21426-0.14308i,-0.22055-0.79961i,0.21555-0.35414i,0.2917+0.2243i,0.2829-0.21972i,-0.72315-0.28596i,-0.35895-0.28429i,0.22393+0.72374i,0.7945-0.64547i,0.35422-0.86937i,-0.22814+0.15591i,-0.28803-0.21301i,-0.28638+0.21792i,-0.792+0.79455i,0.65433-0.65732i,0.86847+0.65191i,0.3491-0.14462i,0.2857+0.72279i,0.28528+0.35783i,-0.72679-0.22161i,0.65031+0.72116i,0.86722-0.14495i,-0.15588+0.71839i,-0.2935-0.14629i,0.21778-0.29122i,0.29285-0.78868i,0.7918+0.65556i,-0.15001-0.14442i,0.21078+0.72048i,-0.21884+0.86441i,0.2106-0.66423i,-0.72392+0.64801i,0.65551-0.65106i,0.86735-0.86706i,0.35368-0.85791i,0.28099-0.86167i,-0.2177+0.66075i,0.21518+0.36474i,0.79519+0.78587i,-0.65426+0.35424i,0.64996-0.22017i,0.3643-0.28403i,-0.22181-0.28755i,-0.79484-0.79085i,-0.86146-0.35725i,0.1544-0.79278i,0.79894+0.14836i,-0.6582-0.7187i,2
1124,-0.86485+0.6212i,-0.73473-0.7811i,0.045378-0.98843i,-0.10073+0.25488i,-0.38628+0.4254i,-0.91422-0.81709i,-0.98058+0.0053907i,0.50532+0.88525i,-0.03615-0.74507i,0.84261-0.0018759i,-0.74676+0.88804i,-0.24883-0.25271i,-0.62624+0.3135i,-0.95114+0.17742i,-0.97739+0.63289i,0.50843+0.20774i,-0.28249+0.13652i,-0.1774-0.10978i,-0.13732-0.63646i,0.8485+0.77841i,0.24369-0.73996i,0.13339-0.49623i,0.13681+0.81971i,0.13723-0.0040978i,0.13751-0.88398i,-0.8503-0.73275i,0.49864+0.78328i,-0.28102-0.24776i,0.31475-0.18102i,-0.067688-0.87811i,0.35162-0.98213i,0.17455-0.73461i,0.14071-0.4519i,-0.84765-0.42147i,-0.73927+0.075173i,0.78456-0.59577i,-0.24765-0.20847i,0.067097+0.60081i,-0.60068+0.20889i,-0.94793+0.13681i,0.011472-0.10826i,-0.59641-0.87804i,-0.70139-0.98308i,-0.69639-0.48076i,-0.94417-0.4143i,0.50161-0.41812i,0.95452-0.91201i,-0.74888+0.74706i,0.24641+0.25128i,-0.067205-0.85307i,0.10414-0.73575i,0.88208+0.041041i,-0.24926-0.5971i,0.31341+0.7801i,0.17707-0.49264i,-0.84871+0.52327i,0.0026151+0.70676i,0.88637-0.78307i,-0.49732-0.73558i,-0.21451+0.29132i,0.11265+0.67257i,0.63525-0.5342i,0.45421+0.52949i,0.90916+0.70489i,-0.25564+0.94766i,0.5597+0.97775i,0.70288+0.97875i,-0.78249+0.73107i,0.24573+0.20164i,-0.55933-0.11366i,-0.7052-0.879i,0.038857-0.24213i,0.88527+0.36101i,-0.49999-0.073278i,0.77249-0.38965i,-0.74178-0.41915i,0.49208+0.074399i,0.71073+0.14227i,-0.28832+0.37992i,0.073974+0.41974i,-0.59638-0.5709i,-0.46101+0.28621i,0.079561-0.8075i,-0.84525-0.24248i,0.7446+0.85318i,0.74295-0.74938i,-0.78705+0.73852i,0.0010959-0.0014343i,0.39211+0.35229i,0.91492+0.91635i,-0.25479-0.010061i,0.56223+0.59409i,0.45845+0.45788i,-0.079001+0.91268i,0.10303-0.25589i,-0.84496-0.18098i,-0.24475-0.13654i,0.11604+0.35525i,0.63611+0.91809i,0.70194-0.0061682i,3
1125,0.24898-0.75581i,0.28582+0.6535i,0.7889-0.14523i,0.35629+0.21568i,0.78706-0.21678i,-0.1504-0.79972i,0.71946+0.14563i,0.36056+0.29014i,-0.22621+0.28373i,-0.28887-0.21876i,-0.28975-0.28857i,0.21885+0.72611i,-0.71802+0.86526i,-0.86395-0.65772i,-0.85903+0.64448i,0.1534+0.36174i,-0.20766-0.22189i,0.7235+0.72404i,0.86673-0.14752i,-0.15735-0.79883i,0.21451-0.35404i,-0.2155+0.73242i,-0.28991+0.35842i,-0.7938+0.78409i,-0.86352+0.35634i,-0.86149-0.73143i,0.15547+0.65189i,-0.71939-0.6509i,0.14566+0.1426i,0.79386+0.29195i,-0.15092+0.79181i,-0.29204-0.15158i,0.72612+0.7203i,0.35991-0.65258i,0.28502+0.14373i,0.28649-0.21226i,0.2846+0.21688i,-0.21819+0.28871i,-0.7913+0.78981i,-0.35718+0.85901i,0.7289-0.65915i,0.86318+0.1465i,-0.14786+0.29506i,0.71877-0.22047i,-0.14112+0.72148i,0.21496+0.86425i,-0.21454-0.15366i,-0.79704+0.21543i,0.15235-0.72458i,0.29137-0.35957i,0.79556+0.22144i,-0.65627+0.79308i,0.64945+0.35933i,0.86805+0.78922i,0.34943-0.15065i,-0.7295-0.79769i,0.65341-0.86273i,0.8662+0.15277i,0.35479+0.80136i,0.78662+0.35663i,-0.65748-0.22497i,0.14453-0.29403i,0.79611-0.28226i,0.35792-0.29256i,0.78425+0.72297i,-0.65764-0.64739i,-0.86476+0.15077i,0.15462-0.72147i,0.29621+0.14662i,0.79245-0.21056i,-0.65637+0.21841i,-0.86996-0.21839i,-0.34965-0.79119i,0.73187+0.15104i,-0.14818+0.29374i,-0.29234+0.28662i,0.72655-0.72855i,0.35811+0.14444i,0.78956-0.71904i,0.36032+0.14469i,0.78903-0.21519i,-0.65766+0.72571i,-0.86793+0.36001i,0.65692+0.78785i,0.36212+0.35759i,0.78792+0.27803i,0.36007+0.7904i,-0.72884-0.65527i,-0.86394+0.64445i,-0.85918+0.36364i,0.15345-0.22707i,0.29191+0.22012i,-0.21555+0.79484i,-0.29215+0.35762i,0.21773-0.72884i,-0.72625+0.65671i,0.14611+0.86926i,-0.21026+0.35079i,-0.7952+0.79445i,0.6549+0.35314i,2
1126,0.37322-0.8648i,-0.56847+0.25013i,0.034085+0.4275i,-0.34966+0.91099i,-0.66892-0.25499i,-0.69685+0.56377i,-0.45451-0.77614i,0.81466-0.98507i,0.24571+0.50625i,-0.60836-0.77382i,-0.70288-0.0021124i,0.042098-0.3468i,-0.35483-0.91847i,0.070441+0.0077641i,-0.60213-0.59683i,0.28502+0.034232i,0.18084-0.10312i,0.38312+0.84967i,-0.56353+0.73591i,0.036047+0.44582i,-0.84193-0.077326i,-0.98309+0.59845i,0.74871-0.77876i,0.74234-0.49366i,-0.78806-0.66341i,0.49338+0.28256i,-0.52789+0.42916i,0.2843-0.075429i,0.67182+0.10357i,-0.78213-0.10579i,-0.98982-0.88317i,0.75105-0.98355i,0.00022076+0.25549i,-0.39344-0.31611i,-0.41858-0.18058i,0.072473-0.14118i,0.63583+0.10599i,-0.78217+0.6386i,0.73971+0.94737i,-0.24552+0.73515i,0.8055+0.69486i,-0.24617+0.44858i,0.067555-0.56995i,-0.59939+0.27905i,-0.4557-0.066528i,-0.91219-0.14148i,0.50087+0.84936i,-0.77372-0.50281i,0.0026255-0.21391i,-0.10028-0.63135i,0.35322-0.70234i,-0.81602+0.53621i,0.0026869-0.77371i,-0.83733+0.74087i,-0.73939+0.00056508i,0.78352+0.59168i,0.98732+0.45762i,0.47961+0.1693i,0.16977+0.13897i,-0.3557-0.3551i,0.075247+0.81247i,0.63932+0.49193i,0.94597+0.6613i,0.73308-0.041294i,0.44909-0.14452i,0.66837+0.84907i,-0.043471+0.73559i,0.3502+0.20286i,-0.81097+0.62943i,-0.24153+0.45267i,-0.38087+0.17156i,-0.66938+0.87344i,-0.20919-0.49931i,0.10772-0.95632i,-0.10466-0.9798i,0.8512+0.25597i,-0.24981-0.56375i,0.56292-0.2089i,0.21369-0.87055i,-0.10797-0.49037i,-0.38296+0.82348i,0.56649+0.24663i,0.46071-0.85368i,0.90902+0.2508i,0.48475-0.31076i,0.16822-0.42082i,0.87408+0.32624i,0.24234-0.55977i,-0.35839+0.77663i,-0.67075+0.4958i,0.78327-0.32182i,0.24589-0.41927i,0.87783+0.074246i,-0.7465-0.60254i,-0.73933+0.041521i,0.78498+0.88243i,0.73823+0.98593i,-0.78503+0.23975i,-0.98679+0.87208i,-0.48189-0.74273i,3
1127,0.61946+0.86092i,0.70451+0.98685i,0.45058+0.73487i,-0.32136+0.69823i,-0.17531-0.2906i,0.35702+0.066999i,0.67087+0.88255i,0.70091+0.98205i,-0.78528+0.97764i,0.2453+0.73077i,0.92087+0.20523i,-0.49958-0.85514i,0.5229+0.74561i,0.21537+0.49664i,-0.60678-0.32547i,-0.21196-0.67025i,0.60603+0.53258i,-0.036363-0.7777i,-0.14293-0.98898i,0.84997+0.75339i,-0.0050932-0.48958i,-0.39431+0.77865i,0.067143-0.24798i,0.39012+0.31324i,0.41753-0.31691i,-0.07417-0.17841i,0.34779+0.10938i,-0.56362-0.10635i,-0.7065-0.14445i,0.29317+0.84705i,0.92193-0.25206i,0.98314-0.67035i,-0.25943-0.20171i,0.80749+0.85322i,0.48912+0.73698i,0.91213-0.045699i,0.23774-0.88203i,-0.60727-0.73815i,0.53165-0.20418i,0.70538+0.35711i,-0.04276-0.069717i,-0.63978+0.10277i,-0.45361-0.84421i,0.81413+0.00062362i,-0.25304+0.88808i,0.80499-0.50133i,0.98505+0.034213i,-0.50489+0.14711i,0.76848-0.6004i,-0.49299-0.45555i,0.27824+0.57427i,0.91904-0.28287i,0.98163-0.6761i,-0.50086-0.94795i,-0.21555+0.0078028i,-0.38352-0.34576i,0.073582+0.32223i,0.88247-0.56305i,0.73265-0.21004i,0.20232-0.87882i,-0.10948+0.49854i,0.3521-0.52981i,-0.81077+0.77417i,0.49879+0.004879i,-0.77113+0.34703i,-0.74312-0.57068i,0.78498+0.52571i,0.49248-0.7723i,0.17184+0.49278i,-0.35377-0.27659i,-0.91515-0.42809i,0.50163+0.32387i,-0.27494-0.32117i,0.070695-0.67037i,-0.84782-0.69811i,0.73993+0.78364i,0.74109+0.98368i,0.69595-0.0096186i,0.70076+0.84235i,-0.28859+0.98117i,0.81173+0.23779i,0.73543+0.13598i,-0.54425-0.60124i,-0.70765-0.21032i,0.7814+0.60466i,0.73775+0.20592i,0.44525+0.62759i,-0.56912+0.70495i,-0.21351+0.69618i,-0.38293-0.29177i,-0.6674+0.80992i,0.038432+0.98467i,0.39143+0.97523i,0.17476-0.011705i,0.38524-0.6401i,0.91686-0.95148i,-0.49924-0.73147i,-0.21687-0.20444i,-0.62963-0.13582i,-0.70037-0.14062i,3
1128,-0.56535-0.56696i,0.48823-0.6456i,-0.48489-0.64219i,0.48294+0.49029i,-0.48784+0.64593i,0.48269-0.49203i,-0.48392+0.48582i,-0.64481+0.64854i,0.49358+0.63961i,-0.48444+0.64102i,0.48449+0.64122i,0.65266+0.64131i,-0.49233-0.4937i,-0.65041-0.64619i,0.4922-0.63877i,0.64623+0.49169i,-0.49003+0.64799i,0.48371+0.64012i,-0.48521-0.49394i,0.48285-0.64405i,0.64862-0.64i,0.63941+0.49217i,-0.49049-0.48223i,0.48007+0.48323i,-0.48447+0.64563i,-0.64753-0.49482i,0.4913-0.64502i,-0.48374-0.63934i,0.48626+0.48823i,-0.48247+0.64812i,0.48308+0.63992i,-0.48232-0.49233i,-0.64492+0.48328i,-0.63933-0.48893i,0.49076-0.64244i,0.64645-0.64317i,0.64094-0.64135i,-0.49033-0.63886i,0.48356+0.48896i,-0.4877-0.48149i,0.48623-0.64778i,-0.48448-0.63889i,-0.6468+0.49484i,0.48981-0.48448i,-0.48453-0.64227i,0.48095+0.49113i,-0.48227+0.64355i,0.48104-0.48867i,0.64828+0.48225i,0.63956+0.64648i,0.64191-0.49309i,0.64208-0.64632i,0.64091+0.49192i,0.64395+0.64569i,-0.49051-0.49277i,-0.64497-0.64862i,0.49356-0.63777i,-0.48125-0.63616i,-0.64559-0.64041i,0.49302+0.48778i,-0.48407+0.64622i,-0.64633-0.48966i,0.49146+0.48508i,-0.48149-0.48517i,0.48649-0.64791i,0.64533-0.63871i,0.6445+0.49127i,0.64519+0.64848i,-0.4927+0.63809i,-0.6465-0.48908i,0.48997-0.64884i,0.64947-0.64072i,-0.49144-0.64044i,-0.6465+0.49144i,0.493-0.48448i,-0.48556+0.48068i,0.4853+0.6465i,-0.48006+0.6367i,0.48318+0.64129i,0.64951-0.48983i,0.6394-0.65131i,0.64079+0.48622i,0.64003+0.64767i,-0.49086-0.49424i,0.47923+0.48716i,-0.48622+0.6471i,0.48351-0.49554i,0.64645-0.64642i,0.63892-0.63932i,-0.48898+0.49284i,0.48125+0.65419i,-0.48272+0.64057i,-0.64706-0.49242i,0.48909-0.64536i,0.64718-0.63691i,-0.49341+0.4898i,-0.6458+0.64678i,0.49228-0.49043i,0.64844+0.48485i,-0.49242-0.48208i,1
1129,-0.37214-0.36977i,-0.67053-0.17367i,0.78157-0.13681i,-0.49736-0.13814i,-0.45854+0.35486i,0.56769+0.91806i,0.20881+0.98136i,-0.11415-0.010436i,0.60063+0.34969i,0.45673-0.81116i,-0.81545+0.49485i,0.4938+0.46077i,0.955-0.31896i,0.73321-0.67015i,-0.78263-0.20686i,0.49178-0.6331i,-0.77111+0.78395i,0.25315+0.49529i,-0.56093-0.57256i,-0.21033+0.78049i,-0.1366-0.24446i,0.35064-0.67686i,0.91754+0.28793i,-0.749-0.56123i,-0.0060853-0.70467i,-0.34921-0.45289i,-0.42243+0.82054i,0.075422+0.24441i,0.14391+0.87264i,0.63504-0.49885i,0.70179-0.45818i,0.20611+0.57384i,0.13421-0.28091i,-0.10766+0.31606i,0.84697+0.66922i,0.73989+0.45488i,-0.5379-0.57172i,-0.46279-0.94849i,-0.16949+0.50579i,-0.13652+0.21236i,-0.38569-0.60743i,-0.66758+0.77615i,-0.94708-0.49427i,0.74874+0.27936i,-0.0019567+0.91705i,-0.88898-0.50055i,-0.73711-0.70952i,0.29466+0.54048i,-0.8082-0.53189i,-0.74159-0.70794i,0.29212-0.69584i,0.18175-0.45402i,0.87631+0.32271i,-0.74656+0.6677i,0.24425+0.94532i,-0.31168-0.004791i,-0.429-0.88536i,0.32295-0.49048i,-0.31701-0.66644i,-0.9201+0.28648i,0.0072248+0.67661i,-0.098315-0.78078i,0.60276-0.49502i,-0.036768+0.32538i,-0.14332+0.91972i,0.10876-0.25188i,0.38276+0.31501i,-0.32069-0.81215i,-0.91807+0.49465i,-0.24169-0.03144i,0.6069+0.84693i,-0.039925+0.48951i,-0.14726-0.32585i,0.85128+0.56441i,0.73708+0.95084i,0.93822-0.50347i,-0.75061+0.77357i,-0.25015-0.00015622i,-0.62925-0.8887i,0.28356+0.25148i,0.1774+0.67491i,-0.60523-0.53746i,0.77717+0.034211i,0.0030796-0.10171i,-0.88884-0.14038i,0.0044023-0.1395i,-0.59571-0.88485i,0.77776+0.0036293i,-0.49309-0.83851i,0.035426+0.49876i,0.38914+0.95086i,-0.81442-0.26001i,0.49189-0.92088i,0.95665+0.25455i,-0.74895-0.55976i,-0.74101+0.2845i,0.29178+0.9152i,0.91869-0.0019242i,-0.2536-0.14455i,-0.66899+0.84885i,3
1130,0.24878-0.25409i,0.79114+0.72582i,0.86281-0.65671i,0.86017-0.86947i,-0.15186-0.86046i,0.21172-0.35097i,-0.21494+0.7291i,0.72329-0.14654i,-0.65019-0.79962i,-0.36218+0.65665i,-0.27996-0.14544i,0.72865-0.29245i,-0.14385+0.72861i,0.21616-0.65393i,-0.71894+0.14382i,-0.87036-0.21325i,-0.85791+0.72037i,-0.85721+0.36552i,-0.35154+0.78814i,-0.28182-0.65696i,0.72561-0.36482i,-0.14865-0.28147i,0.21214+0.21583i,-0.72404+0.28715i,-0.35668+0.28468i,0.7292-0.72792i,-0.14441-0.35974i,0.71804+0.73206i,0.35809-0.65042i,-0.72911+0.64842i,0.65445-0.65382i,-0.65194-0.36243i,0.64894-0.78791i,0.36533+0.65577i,-0.22808+0.87007i,-0.28892+0.85979i,0.2204+0.35199i,-0.7239+0.28251i,-0.35682-0.72573i,-0.78593-0.35534i,0.142-0.79075i,0.79818-0.86003i,-0.15174+0.66102i,0.21633+0.86879i,-0.21927+0.34894i,-0.28942+0.28313i,0.22002-0.22827i,-0.72319+0.21609i,-0.36012-0.72376i,0.73052+0.64984i,0.86278+0.36338i,-0.15413+0.27975i,-0.29493-0.21668i,-0.7935-0.79557i,-0.3575-0.86402i,-0.78768-0.86192i,0.14643-0.85619i,-0.71754-0.85481i,-0.86679+0.66018i,0.66134-0.14096i,0.86671+0.21185i,0.35337+0.28723i,-0.21973-0.72375i,0.72435-0.36011i,-0.14743-0.27948i,-0.29557-0.29037i,-0.28705-0.28636i,-0.79325-0.79126i,0.65625+0.65337i,-0.65318+0.36316i,0.64919-0.22384i,0.36378+0.72086i,-0.22539-0.65449i,0.21604-0.36063i,-0.72264+0.72712i,-0.36126+0.36107i,0.72924-0.72492i,0.86323-0.86311i,-0.15222-0.35422i,0.71595+0.73005i,0.86266+0.86285i,0.85508+0.3492i,0.85957+0.78567i,0.85979+0.859i,-0.66341-0.65891i,-0.86902-0.36408i,0.65675+0.72784i,-0.14123-0.14462i,-0.79791+0.71904i,-0.35494-0.65345i,-0.28283+0.14491i,0.73075+0.80058i,0.35618+0.35552i,0.78476+0.28386i,-0.14887-0.72685i,0.21792+0.14274i,-0.21204-0.21396i,-0.28925+0.71772i,0.72358+0.36063i,0.36327+0.27833i,2
